Symbol,Company Name,Current Price,PE,Market Capital,FFMC,Outstanding Shares,Basic Industry,Industry,Macro,Sectoral Index,Sectoral PE,Status
CTE,Cambridge Technology Enterprises Limited,52.45,31.17,10296.47,4126.439353,19631015,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT                                          ,26.74,Active
LPDC,Landmark Property Development Company Limited,6.35,0,8518.09,3004.806784,134143160,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
SURYALAXMI,Suryalakshmi Cotton Mills Limited,53.8,0,10117.25,3953.0600108999997,18805290,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
KRITIKA,Kritika Wires Limited,9,NA,7988.4,2156.868,88760000,Iron & Steel Products,Iron & Steel Products,Industrials,NA,NA,Active
AMJLAND,Amj Land Holdings Limited,26.05,8.27,10680.5,3610.46,41000000,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
SIGIND,Signet Industries Limited,38.4,9.81,11303.81,3044.08017,29437000,Trading & Distributors,Trading & Distributors,Services,NIFTY 500                                         ,21.73,Active
DRSDILIP,DRS Dilip Roadlines Limited,84,NA,12652.42,3542.6771856,15062403,Logistics Solution Provider,Logistics Solution Provider,Services,NA,NA,Active
SURANASOL,Surana Solar Limited,19,39.67,9349.25,3272.2389,49206600,Heavy Electrical Equipment,Heavy Electrical Equipment,Industrials,NIFTY 500                                         ,21.73,Active
ATALREAL,Atal Realtech Limited,71.5,NA,10583.43,5431.51989,14802000,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
LAGNAM,Lagnam Spintex Limited,50.4,NA,8905.18,2953.285005,17669000,Other Textile Products,Other Textile Products,Consumer Discretionary,NA,NA,Active
LAMBODHARA,Lambodhara Textiles Limited,145.95,7.16,15146.11,4111.86456,10377600,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
TARMAT,Tarmat Limited,66.45,17.55,14163.32,4229.8139048,21314255,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
PRAENG,Prajay Engineers Syndicate Limited,11.75,0,8217.46,5529.1236364999995,69935791,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
MOTOGENFIN,The Motor & General Finance Limited,28.6,0,11075.98,3457.5635232,38727190,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY 500                                         ,21.73,Active
UNIVASTU,Univastu India Limited,89,NA,10114.49,2625.336246,11364600,Civil Construction,Civil Construction,Industrials,NA,NA,Active
JAIPURKURT,Nandani Creation Limited,91.95,NA,10513.52,3024.051096,11433950,E-Retail/ E-Commerce,E-Retail/ E-Commerce,Consumer Discretionary,NA,NA,Active
FIBERWEB,Fiberweb (India) Limited,35,NA,10077.1,5488.2757602,28791710,Other Textile Products,Other Textile Products,Consumer Discretionary,NA,NA,Active
SUVIDHAA,Suvidhaa Infoserve Limited,4,NA,8297.95,4895.789084,207448690,Financial Technology (Fintech),Financial Technology (Fintech),Financial Services,NA,NA,Active
ANIKINDS,Anik Industries Limited,34.9,10.3,9685.97,5996.69572,27753486,Trading & Distributors,Trading & Distributors,Services,NIFTY 500                                         ,21.73,Active
RKEC,RKEC Projects Limited,56.4,NA,13530.7,3530.456696,23990600,Civil Construction,Civil Construction,Industrials,NA,NA,Active
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,110.5,29.19,10347.07,3414.532643,9363863,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NIFTY 500                                         ,21.73,Active
DIL,Debock Industries Limited,20.1,NA,15364.44,3202.4538,76440000,Hotels & Resorts,Hotels & Resorts,Consumer Discretionary,NA,NA,Active
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,20.4,NA,9539.8,2379.1057812999998,46763750,Iron & Steel Products,Iron & Steel Products,Industrials,NA,NA,Active
PARTYCRUS,Party Cruisers Limited,129,NA,7224,1950.48,5600000,Other Consumer Services,Other Consumer Services,Consumer Discretionary,NA,NA,Active
TOUCHWOOD,Touchwood Entertainment Limited,175,NA,17817.18,5345.153625,10181245,Diversified Commercial Services,Diversified Commercial Services,Services,NA,NA,Active
WELINV,Welspun Investments and Commercials Limited,259.05,31.56,9466.92,2377.6934475,3654476,Investment Company,Investment Company,Financial Services,NIFTY 500                                         ,21.73,Active
GROBTEA,The Grob Tea Company Limited,810,11.21,9414.87,2358.36757,1162330,Tea & Coffee,Tea & Coffee,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
AUSOMENT,Ausom Enterprise Limited,65.5,22.34,8923.43,2316.5487821,13623552,Trading & Distributors,Trading & Distributors,Services,NIFTY 500                                         ,21.73,Active
BAGFILMS,B.A.G Films and Media Limited,4.45,175.61,8799.77,4663.8806601999995,197747749,TV Broadcasting & Software Production,TV Broadcasting & Software Production,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
SONAMCLOCK,Sonam Clock Limited,45.5,NA,9107.28,2370.49488,20016000,Consumer Electronics,Consumer Electronics,Consumer Discretionary,NA,NA,Active
HPIL,Hindprakash Industries Limited,85,NA,8860.49,2215.123375,10424110,Dyes And Pigments,Dyes And Pigments,Commodities,NA,NA,Active
IZMO,IZMO Limited,85.5,298.5,11449.79,8157.8784401,13391573,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY IT                                          ,26.74,Active
PRESSMN,Pressman Advertising Limited,66.25,35.97,15557.38,8867.708587899999,23482843,Advertising & Media Agencies,Advertising & Media Agencies,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,29.3,NA,7437.71,3255.8395698000004,25384684,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
SHRENIK,Shrenik Limited,1.15,NA,7038,3870.9,612000000,Paper & Paper Products,Paper & Paper Products,Commodities,NA,NA,Active
TOKYOPLAST,Tokyo Plast International Limited,94,0,8931.32,3294.040366,9501400,Plastic Products - Consumer,Plastic Products - Consumer,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
LLOYDS,Lloyds Luxuries Limited,43,NA,9675,2612.25,22500000,,NA,,NA,NA,Active
SUMIT,Sumit Woods Limited,35.7,NA,10919.57,3220.8157332,30587044,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
STEELCITY,Steel City Securities Limited,61.65,NA,9313.52,3265.0209068999998,15107095,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NA,NA,Active
DGCONTENT,Digicontent Limited,15.95,NA,9280.84,3187.1971975,58187078,Advertising & Media Agencies,Advertising & Media Agencies,Consumer Discretionary,NA,NA,Active
CELEBRITY,Celebrity Fashions Limited,14.6,8.41,7544.15,4601.9333459,51672281,Garments & Apparels,Garments & Apparels,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
BEARDSELL,Beardsell Limited,22.5,16.11,8429.7,3869.0460749,37465344,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
HINDCON,Hindcon Chemicals Limited,89.25,NA,9137.53,2889.6084,10238125,Specialty Chemicals,Specialty Chemicals,Commodities,NA,NA,Active
KANANIIND,Kanani Industries Limited,7.65,71.7,7568.45,2932.40376,98934000,Gems Jewellery And Watches,Gems Jewellery And Watches,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ENERGYDEV,Energy Development Company Limited,18.45,47.52,8763.75,3650.85,47500000,Power Generation,Power Generation,Utilities,NIFTY 500                                         ,21.73,Active
PROLIFE,Prolife Industries Limited,211,NA,8638.51,2246.012288,4094080,,NA,,NA,NA,Active
VIVIMEDLAB,Vivimed Labs Limited,7.65,0,6342.91,4440.0401483,82913915,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
FIDEL,Fidel Softech Limited,65.4,NA,8992.87,0,13750560,,NA,,NA,NA,Active
AGROPHOS,Agro Phos India Limited,34.15,9.41,6923.61,3133.8713261000003,20274115,Fertilizers,Fertilizers,Commodities,NIFTY 500,21.73,Active
KALYANIFRG,Kalyani Forge Limited,248.95,67.54,9056.8,3673.01575,3638000,Castings & Forgings,Castings & Forgings,Industrials,NIFTY 500                                         ,21.73,Active
ROML,Raj Oil Mills Limited,37.2,NA,11151.58,2754.170685,29977368,Edible Oil,Edible Oil,Fast Moving Consumer Goods,NA,NA,Active
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,44.5,228.53,7241.84,3846.800844,16273800,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
ELECTHERM,Electrotherm (India) Limited,63.7,0,8117.17,4305.4782803,12742814,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
AURDIS,Aurangabad Distillery Limited,128.2,NA,10512.4,2628.1,8200000,Breweries & Distilleries,Breweries & Distilleries,Fast Moving Consumer Goods,NA,NA,Active
PATINTLOG,Patel Integrated Logistics Limited,12.8,14.07,8266.07,4757.976848,64578695,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY 500                                         ,21.73,Active
PRAKASHSTL,Prakash Steelage Limited,4.3,0.59,7525.02,4983.1361053,175000390,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
GICL,Globe International Carriers Limited,40,NA,8039.4,2090.244,20098500,,NA,,NA,NA,Active
DOLLEX,Dollex Agrotech Limited,30.6,NA,7640.21,2139.25824,24968000,Sugar,Sugar,Fast Moving Consumer Goods,NA,NA,Active
BHANDARI,Bhandari Hosiery Exports Limited,4.6,10.58,6740.24,5055.179775,146526950,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ARCHIES,Archies Limited,19.5,0,6587.1,2509.5162,33780000,Leisure Products,Leisure Products,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
TARACHAND,Tara Chand InfraLogistic Solutions Limited,92.5,NA,12621.61,3148.579135,13644980,Iron & Steel,Iron & Steel,Commodities,NA,NA,Active
MITCON,MITCON Consultancy & Engineering Services Limited,67.8,NA,9099.79,7547.259607999999,13421526,Consulting Services,Consulting Services,Services,NA,NA,Active
DBSTOCKBRO,DB (International) Stock Brokers Limited,26.5,11.8,9275,5154.8,35000000,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
MCL,Madhav Copper Limited,26.25,NA,7124.99,2385.580692,27142800,Aluminium Copper & Zinc Products,Aluminium Copper & Zinc Products,Industrials,NA,NA,Active
SHIVAMILLS,Shiva Mills Limited,82.9,0,7164.06,1800.7367419999998,8641808,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
MORARJEE,Morarjee Textiles Limited,20.15,0,7320.97,2445.8937347,36332349,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
DHRUV,Dhruv Consultancy Services Limited,55.35,NA,8355.64,2983.57344,15096000,Consulting Services,Consulting Services,Services,NA,NA,Active
ANKITMETAL,Ankit Metal & Power Limited,4.6,0,6491.08,1861.9530475,141110500,Iron & Steel,Iron & Steel,Commodities,NIFTY METAL                                       ,12.23,Active
CORDSCABLE,Cords Cable Industries Limited,68.6,12.88,8868.46,4290.9887376,12927780,Cables - Electricals,Cables - Electricals,Industrials,NIFTY 500                                         ,21.73,Active
MHHL,Mohini Health & Hygiene Limited,50.95,NA,9291.19,3344.828778,18235900,Medical Equipment & Supplies,Medical Equipment & Supplies,Healthcare,NA,NA,Active
TREJHARA,TREJHARA SOLUTIONS LIMITED,60.5,6.41,7148.86,4936.7902229,11816298,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT,26.74,Active
BANKA,Banka BioLoo Limited,77.5,NA,8406.1,3102.2309177999996,10846582,Civil Construction,Civil Construction,Industrials,NA,NA,Active
OILCOUNTUB,Oil Country Tubular Limited,17,0.18,7529.22,3839.9022510000004,44289530,Oil Equipment & Services,Oil Equipment & Services,Energy,NIFTY METAL                                       ,12.23,Active
DELTAMAGNT,Delta Manufacturing Limited,69,0,7487.27,2180.7495863999998,10851120,Other Industrial Products,Other Industrial Products,Industrials,NIFTY 500                                         ,21.73,Active
ARIHANTACA,Arihant Academy Limited,119.5,NA,7235.96,1953.71028,6055200,Education,Education,Consumer Discretionary,NA,NA,Active
GSTL,Globesecure Technologies Limited,138,NA,12569.52,4698.5418317,9108349,IT Enabled Services,IT Enabled Services,Information Technology,NA,NA,Active
CENTEXT,Century Extrusions Limited,9.15,9.17,7320,3494.4,80000000,Aluminium Copper & Zinc Products,Aluminium Copper & Zinc Products,Industrials,NIFTY METAL                                       ,12.23,Active
WIPL,The Western India Plywoods Limited,87,18.39,7383.99,4336.5214995999995,8487340,Plywood Boards/ Laminates,Plywood Boards/ Laminates,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
SHREERAMA,Shree Rama Multi-Tech Limited,9.8,0,6219.86,3545.3227593,63468005,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
FLEXITUFF,Flexituff Ventures International Limited,30,0,7464.84,5051.4584461,24882806,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
GEEKAYWIRE,Geekay Wires Limited,125,NA,13065,5367.3633,10452000,Other Electrical Equipment,Other Electrical Equipment,Industrials,NA,NA,Active
NITIRAJ,Nitiraj Engineers Limited,71,NA,7278.21,1683.41922,10251000,Consumer Electronics,Consumer Electronics,Consumer Discretionary,NA,NA,Active
PKTEA,The Peria Karamalai Tea & Produce Company Limited,304.9,0,9439.34,3870.1273791000003,3095879,Tea & Coffee,Tea & Coffee,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
EXCEL,Excel Realty N Infra Limited,0.45,15.16,4443.69,3364.5077181,987486539,Trading & Distributors,Trading & Distributors,Services,NIFTY IT                                          ,26.74,Active
AAATECH,AAA Technologies Limited,56.45,NA,7240.73,2023.812504,12826800,IT Enabled Services,IT Enabled Services,Information Technology,NA,NA,Active
ZENITHSTL,Zenith Steel Pipes & Industries Limited,4.35,NA,6189.2,5139.1697818,142280448,Iron & Steel Products,Iron & Steel Products,Industrials,NA,NA,Active
TREEHOUSE,Tree House Education & Accessories Limited,15.1,0,6388.92,4997.108058,42310724,Education,Education,Consumer Discretionary,NIFTY SERVICES SECTOR                             ,19.96,Active
KEYFINSERV,Keynote Financial Services Limited,95.2,NA,6681.46,1541.5781613999998,7018339,Other Financial Services,Other Financial Services,Financial Services,NA,NA,Active
SAMBHAAV,Sambhaav Media Limited,3,0,5733.33,2121.330324,191110840,Print Media,Print Media,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
GLOBALVECT,Global Vectra Helicorp Limited,54,0,7560,1890,14000000,Airline,Airline,Services,NIFTY 500                                         ,21.73,Active
